time,latitude,longitude,depth,mag,magType,id,place
2024-08-14T20:26:05.504Z,16.0316,-92.5218,203.907,4.3,mb,us7000n718,"7 km E of Ignacio Zaragoza, Mexico"
2024-08-14T19:51:47.408Z,-19.9683,-177.4017,558.261,4.1,mb,us6000nq2x,"256 km WNW of Houma, Tonga"
2024-08-14T19:36:11.278Z,36.509,70.8658,195.838,4.7,mb,us6000nk6q,"39 km S of Jurm, Afghanistan"
2024-08-14T19:09:45.266Z,43.5997,-105.2469,0,3.1,ml,us6000nk6p,"25 km SE of Wright, Wyoming"
2024-08-14T18:56:31.540Z,35.1026667,-119.1086667,13.82,3.28,ml,ci40702023,"24 km NW of Grapevine, CA"
2024-08-14T18:19:35.971Z,49.0431,142.38,616.509,4,mb,us6000nq2v,"22 km SE of Shakhtersk, Russia"
2024-08-14T18:02:59.840Z,19.25166667,-155.3961667,31.38,3.69,ml,hv74400346,"10 km ENE of Pāhala, Hawaii"
2024-08-14T17:55:39.603Z,-7.6359,106.0795,19.222,5,mww,us6000nk4l,"88 km SW of Pelabuhanratu, Indonesia"
2024-08-14T17:28:23.703Z,-21.7436,-175.4804,49.226,4.3,mb,us6000nq2r,"66 km SSW of Houma, Tonga"
2024-08-14T16:46:40.633Z,-9.3438,107.7159,8.526,5,mb,us6000nk43,"223 km SSW of Kawalu, Indonesia"
2024-08-14T16:31:01.417Z,7.9124,-37.849,10,4.5,mb,us6000nq2y,central Mid-Atlantic Ridge
2024-08-14T15:54:21.877Z,-9.3572,107.745,17.002,4.4,mb,us6000nk3y,"224 km SSW of Kawalu, Indonesia"
2024-08-14T15:52:25.659Z,31.649,-104.299,6.665,3.1,ml,tx2024pydc,"58 km S of Whites City, New Mexico"
2024-08-14T15:47:59.738Z,-20.7274,-174.1296,35,4.2,mb,us6000nq2l,"103 km SSE of Pangai, Tonga"
2024-08-14T15:46:39.621Z,-4.2568,135.1251,10,4.1,mb,us6000nq2n,"107 km SSW of Nabire, Indonesia"
2024-08-14T15:34:20.365Z,-9.3993,107.755,10,4.1,mb,us6000nq2m,"228 km SSW of Kawalu, Indonesia"
2024-08-14T14:42:58.933Z,27.1518,100.5409,10,4,mb,us6000nq2j,"34 km WSW of Daxing, China"
2024-08-14T14:15:36.195Z,-9.3375,114.116,59.082,4.5,mb,us6000nq2i,"102 km SSW of Muncar, Indonesia"
2024-08-14T14:14:06.746Z,-9.311,114.0158,63.192,4.8,mb,us6000nk3i,"102 km S of Gambiran Satu, Indonesia"
2024-08-14T14:09:05.733Z,36.5946,70.9766,219.382,4.3,mb,us6000nk3h,"32 km SSE of Jurm, Afghanistan"
2024-08-14T13:10:53.420Z,33.2413333,-116.042,3.21,3.38,ml,ci40701543,"10 km SW of Salton City, CA"
2024-08-14T13:01:35.031Z,-6.2515,130.5853,123.732,4.1,mb,us6000nq2w,"249 km WSW of Tual, Indonesia"
2024-08-14T12:48:42.203Z,-18.3659,-69.2678,127.7,4.2,mb,us6000nk2p,"98 km SE of Palca, Peru"
2024-08-14T11:51:10.381Z,-25.9687,-70.3251,81.795,4,mb,us6000nk2g,"54 km NNW of Diego de Almagro, Chile"
2024-08-14T11:22:56.440Z,23.1907,122.0335,11.979,4.3,mb,us6000nk2b,"97 km SSE of Hualien City, Taiwan"
2024-08-14T11:19:24.477Z,-23.6765,-179.9652,502.444,4.1,mb,us6000nk29,south of the Fiji Islands
2024-08-14T09:15:07.892Z,-6.5957,104.3954,39.785,5,mb,us6000nk1m,"160 km W of Labuan, Indonesia"
2024-08-14T09:07:48.714Z,-30.6759,-71.3914,47.365,4.1,mb,us6000nk1j,"20 km WSW of Ovalle, Chile"
2024-08-14T08:45:24.633Z,-36.8718,-73.8521,10,4.3,mb,us6000nk1f,"63 km NW of Arauco, Chile"
2024-08-14T08:38:10.923Z,13.1556,-92.2193,10,4.3,mb,us6000nk1b,"130 km SSW of Champerico, Guatemala"
2024-08-14T08:02:23.433Z,-58.3429,-26.3414,147.684,4.4,mb,us6000nk17,South Sandwich Islands region
2024-08-14T07:12:29.660Z,32.78,-100.702,3.7842,3.6,ml,tx2024pxly,"16 km NNE of Hermleigh, Texas"
2024-08-14T04:58:03.126Z,-0.9052,-79.8469,63.193,3.5,ml,us6000nk0c,"27 km WNW of Velasco Ibarra, Ecuador"
2024-08-14T04:54:21.100Z,52.7246,-166.7052,10,3.5,ml,us7000ng22,"128 km S of Unalaska, Alaska"
2024-08-14T04:14:47.736Z,6.7459,-73.0255,162.088,4.3,mb,us6000njzx,"5 km W of Cepitá, Colombia"
2024-08-14T03:57:07.274Z,68.1499,-136.3194,13.65,3.7,ml,us6000njzs,"109 km WSW of Inuvik, Canada"
2024-08-14T03:48:08.952Z,27.8663,52.0334,10,4.4,mb,us6000njzr,"90 km WNW of Mohr, Iran"
2024-08-14T03:22:10.503Z,-6.4213,132.4744,10,4.2,mb,us6000njzj,"92 km SSW of Tual, Indonesia"
2024-08-14T03:06:35.540Z,36.636,-115.7274,13.2,4.4,ml,nn00882322,"8 km NW of Indian Springs, Nevada"
2024-08-14T03:03:45.441Z,50.4344,176.8541,10,3.6,ml,us7000ng26,"Rat Islands, Aleutian Islands, Alaska"
2024-08-14T02:55:28.061Z,-15.8292,-75.0972,10,5.2,mww,us6000njz1,"51 km S of San Juan, Peru"
2024-08-14T02:33:38.815Z,-6.0714,129.6299,206.706,4.5,mb,us6000njyx,Banda Sea
2024-08-14T02:08:05.613Z,20.1358,145.2623,10,4.8,mb,us6000njyu,"Maug Islands region, Northern Mariana Islands"
2024-08-14T01:49:58.218Z,20.2528,145.2246,10,4.5,mb,us6000nq2d,"Maug Islands region, Northern Mariana Islands"
2024-08-14T01:36:10.274Z,40.7631,84.1847,10,4.6,mb,us6000njyi,"149 km SE of Kuqa, China"
2024-08-14T01:34:37.664Z,40.6963,84.4864,10,4.1,mb,us6000njyh,"172 km SE of Kuqa, China"
2024-08-14T01:11:29.615Z,19.7797,144.2534,10,4.3,mb,us6000nq27,"Maug Islands region, Northern Mariana Islands"
2024-08-14T01:01:18.481Z,-30.0472,-177.7617,46.78,4.9,mb,us6000njyc,"Kermadec Islands, New Zealand"
2024-08-14T00:13:04.305Z,-31.2589,-68.2831,115.414,4.4,mb,us6000njy7,"28 km NE of San Martín, Argentina"
2024-08-14T00:08:28.434Z,41.8655,-127.0797,10,3.6,mb,us6000njy5,"226 km WSW of Pistol River, Oregon"
2024-08-13T23:07:38.568Z,41.8368,-126.8651,10,4.2,mb,us6000njxy,"210 km WSW of Pistol River, Oregon"
2024-08-13T22:51:37.616Z,35.4614,-3.6174,10,4.1,mb,us6000npvz,"37 km NE of Al Hoceïma, Morocco"
2024-08-13T22:50:47.340Z,35.6135,140.8064,60.795,4.2,mb,us6000npvy,"13 km S of Hasaki, Japan"
2024-08-13T22:15:48.547Z,54.1795,-159.8777,10,3.2,ml,us6000ntxe,"134 km SSE of Sand Point, Alaska"
2024-08-13T21:36:00.359Z,-20.4003,-178.3627,555.927,4,mb,us6000npvx,Fiji region
2024-08-13T21:27:50.839Z,-2.1045,100.7159,73.821,4.7,mb,us6000njxr,"75 km W of Sungai Penuh, Indonesia"
2024-08-13T21:24:34.841Z,36.2677,142.0473,17.608,4.2,mb,us6000njxn,"124 km ENE of Hasaki, Japan"
2024-08-13T20:25:37.329Z,54.6808,-161.2355,35,3.5,ml,us6000njx4,"81 km ESE of King Cove, Alaska"
2024-08-13T19:53:58.905Z,-3.4047,135.4791,35,4.2,mb,us6000njwv,"5 km SSW of Nabire, Indonesia"
2024-08-13T19:16:55.730Z,-4.2563,143.18,84.186,4.8,mb,us6000njwl,"40 km E of Ambunti, Papua New Guinea"
2024-08-13T18:52:00.457Z,-6.4659,132.6367,10,4.4,mb,us6000njwf,"93 km S of Tual, Indonesia"
2024-08-13T17:37:52.258Z,50.3564,-173.5291,19.601,4,mb,us6000njz2,"209 km SSE of Atka, Alaska"
2024-08-13T17:37:18.437Z,31.9866,142.3795,10,4.7,mb,us6000njv7,"Izu Islands, Japan region"
2024-08-13T15:18:39.391Z,-23.3569,-179.6783,503.826,4.1,mb,us6000npvu,south of the Fiji Islands
2024-08-13T14:28:10.329Z,52.0701,-171.6707,31.982,3.2,ml,us6000ntxb,"173 km E of Atka, Alaska"
2024-08-13T13:04:38.145Z,5.0093,95.5821,9.459,4.5,mb,us6000npvr,"59 km SW of Sigli, Indonesia"
2024-08-13T12:39:03.888Z,-21.5451,-68.7193,124.988,4.5,mb,us6000nju3,"59 km SW of Ollagüe, Chile"
2024-08-13T12:38:13.183Z,-14.697,167.3541,147.716,4.3,mb,us6000npvq,"48 km NE of Port-Olry, Vanuatu"
2024-08-13T12:08:58.968Z,28.1507,100.5776,10,4.3,mb,us6000npvp,"36 km NNW of Yongning, China"
2024-08-13T11:48:29.491Z,-6.4588,154.1544,10,5.1,mb,us6000njtw,"148 km W of Panguna, Papua New Guinea"
2024-08-13T09:35:36.622Z,61.24,-151.2412,67.5,3.3,ml,ak024adx0ww8,"13 km NW of Beluga, Alaska"
2024-08-13T09:30:18.719Z,-17.6399,-175.1011,218.588,4.4,mb,us6000njtm,"162 km NW of Neiafu, Tonga"
2024-08-13T09:15:14.794Z,2.5241,128.2111,186.672,4.2,mb,us6000npvm,"90 km NNE of Tobelo, Indonesia"
2024-08-13T08:44:02.840Z,19.0305,-64.7636,30,3.5,md,pr2024226000,"77 km N of Cruz Bay, U.S. Virgin Islands"
2024-08-13T06:43:05.383Z,46.1922,16.6379,10,4.1,mwr,us6000njt6,"5 km W of Rasinja, Croatia"
2024-08-13T06:40:39.040Z,51.582,178.5379,67.089,3,ml,us6000njus,"Rat Islands, Aleutian Islands, Alaska"
2024-08-13T06:36:22.358Z,-13.6471,-71.6769,35,4.7,mb,us6000njtb,"5 km SSE of Caicay, Peru"
2024-08-13T06:33:15.859Z,57.1624,-151.7522,15.9,3.7,ml,ak024adv84m3,"59 km SSE of Chiniak, Alaska"
2024-08-13T05:55:50.337Z,13.4669,-60.8992,133.542,4.1,mb,us6000npvk,"28 km S of Vieux Fort, Saint Lucia"
2024-08-13T04:50:52.290Z,19.392,-155.2506667,1.51,3.11,ml,hv74397341,"5 km SSW of Volcano, Hawaii"
2024-08-13T04:38:05.314Z,-15.3575,167.5816,126.411,4.6,mb,us6000njsn,"48 km ENE of Luganville, Vanuatu"
2024-08-13T03:23:51.089Z,60.2008,-153.5238,178.9,3.5,ml,ak024adtdrvl,"43 km E of Port Alsworth, Alaska"
2024-08-13T03:03:50.683Z,-8.9043,112.5855,59.667,4.6,mb,us6000njsa,"78 km SSW of Dampit, Indonesia"
2024-08-13T02:09:55.557Z,39.4519,143.6623,10,4,mb,us6000npvh,"147 km E of Yamada, Japan"
2024-08-13T01:35:40.341Z,34.7885,24.98,10,4.4,mb,us6000njrz,"28 km SSW of Pýrgos, Greece"
2024-08-13T01:16:52.374Z,26.988,127.544,87.456,4.4,mb,us6000njrv,"39 km WNW of Izena, Japan"
2024-08-13T00:28:38.706Z,35.1423,37.0649,4.828,4.5,mwr,us6000njrg,"14 km N of As Salamīyah, Syria"
2024-08-12T21:58:13.603Z,52.1637,174.0707,41.63,3.9,mb,us6000nppc,"96 km SE of Attu Station, Alaska"
2024-08-12T21:55:47.530Z,19.2163,-64.1405,22,3.7,md,pr2024225000,"119 km NE of Cruz Bay, U.S. Virgin Islands"
2024-08-12T21:06:59.345Z,-15.2022,-173.1678,10,4.1,mb,us6000npp9,"107 km NE of Hihifo, Tonga"
2024-08-12T20:55:59.916Z,35.1208,37.0152,7.282,5.2,mww,us6000njq1,"12 km NNW of As Salamīyah, Syria"
2024-08-12T20:47:55.387Z,54.537,-159.7323,35,3.1,ml,us6000nt6n,"101 km SSE of Sand Point, Alaska"
2024-08-12T20:24:21.353Z,51.025,-179.8369,12.938,3.2,ml,us6000njqm,"241 km WSW of Adak, Alaska"
2024-08-12T20:17:45.424Z,36.3194,142.0469,30.144,4.3,mb,us6000npp6,"127 km ESE of Takahagi, Japan"
2024-08-12T20:13:00.720Z,-11.9274,-74.2871,51.569,4.7,mb,us6000njpn,"60 km ESE of Andamarca, Peru"
2024-08-12T19:55:37.532Z,52.1174,174.0033,27.055,4.4,mb,us6000njpf,"98 km SE of Attu Station, Alaska"
2024-08-12T19:20:24.670Z,34.0825,-118.1788333,10.98,4.39,mw,ci40699207,"4 km SSE of Highland Park, CA"
2024-08-12T19:12:12.769Z,-5.4954,128.736,328.078,4.8,mb,us6000njny,"208 km SSE of Ambon, Indonesia"
2024-08-12T18:47:05.739Z,43.148,146.8492,68.847,4.5,mb,us6000njnt,"73 km S of Shikotan, Russia"
2024-08-12T18:39:49.940Z,52.1133,173.9994,43.182,3.8,mb,us6000njnw,"98 km SE of Attu Station, Alaska"
2024-08-12T18:02:10.845Z,-0.3931,-20.1754,10,4.3,mb,us6000npp4,central Mid-Atlantic Ridge
2024-08-12T15:50:56.494Z,-13.2287,166.9188,195.085,4.2,mb,us6000npp0,"99 km NW of Sola, Vanuatu"
2024-08-12T15:14:30.470Z,-26.092,179.1194,578.131,4,mb,us6000npny,south of the Fiji Islands
2024-08-12T14:33:59.427Z,-27.8739,-66.7284,157.064,4.7,mb,us6000njlj,"43 km ESE of Londres, Argentina"
2024-08-12T14:25:10.490Z,52.7867,-168.9319,42.537,3,ml,us6000nt6k,"17 km SSW of Nikolski, Alaska"
2024-08-12T13:39:54.784Z,40.1851,24.1588,10,4.3,mb,us6000njlf,"10 km SW of Karyes, Greece"
2024-08-12T13:25:00.513Z,40.0848,24.2316,10,4.4,mb,us6000njla,"19 km S of Karyes, Greece"
2024-08-12T12:59:58.131Z,-23.1246,-179.7574,546.05,4.5,mb,us6000njlb,south of the Fiji Islands
2024-08-12T12:27:18.100Z,18.6735,-64.29816667,43.48,3.39,md,pr71457313,"64 km NE of Cruz Bay, U.S. Virgin Islands"
2024-08-12T11:54:53.829Z,2.3704,126.7132,51.744,4.5,mb,us6000npnu,"160 km WNW of Tobelo, Indonesia"
2024-08-12T11:36:13.742Z,2.3936,126.52,54.11,5,mww,us6000njkw,"181 km WNW of Tobelo, Indonesia"
2024-08-12T11:34:38.030Z,18.0745,-66.086,7.88,3.09,md,pr71457303,"6 km NNW of Yaurel, Puerto Rico"
2024-08-12T11:26:39.043Z,8.0517,126.9443,33.799,4.4,mb,us6000npnt,"55 km E of Santa Maria, Philippines"
2024-08-12T10:36:17.479Z,25.8556,125.6528,88.768,4.4,mb,us6000npns,"121 km NNE of Hirara, Japan"
2024-08-12T09:31:38.449Z,-18.8,169.3889,207.32,4.2,mb,us6000npnq,"82 km N of Isangel, Vanuatu"
2024-08-12T08:44:21.184Z,51.1853,178.3264,10,3,ml,us7000ng3c,"Rat Islands, Aleutian Islands, Alaska"
2024-08-12T07:52:46.266Z,8.1749,127.1779,10,4.4,mb,us6000npnp,"81 km E of Barcelona, Philippines"
2024-08-12T06:25:19.316Z,56.223,-149.5754,10,3.2,ml,us6000njk1,"225 km SE of Chiniak, Alaska"
2024-08-12T06:12:35.625Z,28.7455,53.5978,10,4.3,mb,us6000njjz,"21 km SSW of Fasā, Iran"
2024-08-12T05:56:29.396Z,-59.0495,-25.0849,25.411,4.6,mb,us6000nppf,South Sandwich Islands region
2024-08-12T05:03:14.267Z,41.1262,143.3174,32.269,4.3,mb,us6000njjt,"116 km SSE of Honchō, Japan"
2024-08-12T04:37:00.038Z,13.2568,49.6298,10,4,mb,us6000npnm,"152 km SSE of Mukalla, Yemen"
2024-08-12T03:23:34.648Z,-23.9003,-179.4662,454.454,4.5,mb,us6000npnl,south of the Fiji Islands
2024-08-12T03:07:57.302Z,1.5521,127.315,139.346,4.5,mb,us6000njjk,"79 km WSW of Tobelo, Indonesia"
2024-08-12T01:58:45.738Z,9.0007,-84.1434,28.729,4.1,mb,us6000npnk,"47 km S of Quepos, Costa Rica"
2024-08-12T01:08:35.113Z,74.7113,8.3074,10,4.9,mww,us6000njjf,Greenland Sea
2024-08-12T00:36:25.206Z,-17.5127,-69.4903,164.634,4,mb,us6000njjd,"56 km E of Estique, Peru"
2024-08-12T00:05:44.694Z,-3.1709,136.8875,61.322,4,mb,us6000npnj,"155 km E of Nabire, Indonesia"
2024-08-11T23:59:47.919Z,52.2463,-170.4465,35,3.6,ml,us6000nt68,"132 km SW of Nikolski, Alaska"
2024-08-11T22:02:40.922Z,40.2296,45.1207,0.665,4.2,mwr,us6000njix,"4 km SSW of Lanjaghbyur, Armenia"
2024-08-11T21:48:13.760Z,31.4414,131.8052,43.119,4.2,mb,us6000npi5,"45 km ESE of Nichinan, Japan"
2024-08-11T21:45:58.644Z,-19.1887,-177.6289,577.067,4.5,mb,us6000njiv,Fiji region
2024-08-11T21:22:38.260Z,51.7953,-171.0694,10,3.1,ml,us6000nt6e,"196 km SW of Nikolski, Alaska"
2024-08-11T19:37:27.057Z,53.3426,-164.1995,18.929,3.9,mb,us6000npi3,"136 km SE of Akutan, Alaska"
2024-08-11T19:08:42.250Z,19.1305,-67.8258,90,3.69,md,pr2024224002,"86 km NE of Punta Cana, Dominican Republic"
2024-08-11T18:21:47.604Z,56.5028,-156.6142,67,3.3,ml,ak024aar8573,"112 km E of Chignik, Alaska"
2024-08-11T17:33:54.180Z,35.0875,-119.0913333,13.99,3,ml,ci40697623,"22 km NW of Grapevine, CA"
2024-08-11T17:18:28.551Z,51.958,-173.7398,8.463,3.4,ml,us6000nt67,"41 km SE of Atka, Alaska"
2024-08-11T16:55:08.346Z,-20.6951,-178.4761,559.826,4.3,mb,us6000nji3,Fiji region
2024-08-11T16:28:04.583Z,51.4138,-176.7824,35,3.2,ml,us6000nt64,"52 km SSW of Adak, Alaska"
2024-08-11T16:27:49.921Z,18.1327,145.3513,423.324,4,mb,us6000npi0,"Pagan region, Northern Mariana Islands"
2024-08-11T16:21:17.289Z,-30.7557,-71.5222,64.645,4.8,mwr,us6000njhw,"35 km WSW of Ovalle, Chile"
2024-08-11T15:24:52.544Z,-12.0399,166.4298,10.289,4.4,mb,us6000nphw,"161 km SSE of Lata, Solomon Islands"
2024-08-11T15:08:05.605Z,54.1428,-164.2663,69.774,3,ml,us6000nt63,"96 km SW of False Pass, Alaska"
2024-08-11T13:47:14.932Z,-30.3735,-177.7975,38.548,4.5,mb,us6000nphs,"Kermadec Islands, New Zealand"
2024-08-11T12:43:22.181Z,18.7014,145.862,113.504,4.9,mww,us6000njha,"Pagan region, Northern Mariana Islands"
2024-08-11T11:33:56.537Z,-60.363,-46.4279,10,4.2,mb,us6000nphu,Scotia Sea
2024-08-11T10:43:19.168Z,-38.1726,-75.4578,16.746,3.5,mb,us6000njgy,"170 km WSW of Lebu, Chile"
2024-08-11T10:11:22.740Z,19.2456,-68.7898,94,3.88,md,pr2024224001,"39 km NE of Miches, Dominican Republic"
2024-08-11T09:45:13.490Z,35.945,-117.6805,5,3.77,mw,ci40697215,"20 km E of Little Lake, CA"
2024-08-11T07:19:34.130Z,-33.3567,-179.1992,26.337,4.2,mb,us6000nphl,south of the Kermadec Islands
2024-08-11T05:42:10.640Z,19.261,-64.97483333,58.29,3.32,md,pr71457243,"101 km N of Charlotte Amalie, U.S. Virgin Islands"
2024-08-11T04:37:14.290Z,19.1055,-65.9315,31.64,3.12,md,pr71457238,"73 km NNE of San Juan, Puerto Rico"
2024-08-11T04:35:55.540Z,19.0791,-65.978,35,3.4,md,pr2024224000,"69 km N of San Juan, Puerto Rico"
2024-08-11T04:31:25.041Z,52.8127,-165.6518,10,3.2,ml,us6000nt3t,"131 km SSE of Unalaska, Alaska"
2024-08-11T04:03:40.616Z,-21.2196,-177.9122,413.532,4.1,mb,us6000njg5,"271 km W of Houma, Tonga"
2024-08-11T03:55:56.820Z,-6.9681,107.0749,157.774,4.3,mb,us6000nphq,"17 km ESE of Sukabumi, Indonesia"
2024-08-11T02:17:55.161Z,-4.8362,153.4843,60.396,4.5,mb,us6000nphh,"145 km ESE of Kokopo, Papua New Guinea"
2024-08-11T01:26:40.104Z,-5.3573,154.1785,124.98,4.7,mb,us6000njfm,"179 km NW of Panguna, Papua New Guinea"
2024-08-11T01:00:00.988Z,32.758,-100.644,5.7861,3.1,ml,tx2024prne,"17 km NE of Hermleigh, Texas"
2024-08-11T00:52:33.373Z,8.3067,127.0254,45.493,4.3,mb,us6000nphe,"67 km ENE of Barcelona, Philippines"
2024-08-11T00:38:38.548Z,37.698,141.9037,59.84,4.4,mb,us6000njfg,"81 km E of Minami-Sōma, Japan"
2024-08-10T23:24:26.588Z,-1.2367,120.444,10,4.4,mb,us6000npbl,"38 km WNW of Poso, Indonesia"
2024-08-10T22:48:16.469Z,51.9664,-173.004,35,3,ml,us7000ng07,"85 km ESE of Atka, Alaska"
2024-08-10T22:42:43.466Z,31.8606,131.5454,47.204,4.9,mb,us6000njf2,"13 km ESE of Miyazaki, Japan"
2024-08-10T22:22:20.922Z,-56.1479,-26.6786,45.481,4.2,mb,us6000npbm,South Sandwich Islands region
2024-08-10T22:09:52.962Z,-30.454,-177.7268,28.13,4.2,mb,us6000npbj,"Kermadec Islands, New Zealand"
2024-08-10T21:57:10.110Z,54.6586,-161.2416,24.326,3,ml,us7000ng06,"82 km ESE of King Cove, Alaska"
2024-08-10T21:51:53.740Z,35.1036667,-119.0883333,13.73,3.22,ml,ci40696751,"23 km NW of Grapevine, CA"
2024-08-10T20:46:01.616Z,45.9573,22.0095,10,4.3,mb,us6000njen,"5 km NNE of Ohaba Lungă, Romania"
2024-08-10T20:11:15.947Z,7.6264,126.66,105.545,4,mb,us6000npbe,"12 km ENE of Baganga, Philippines"
2024-08-10T20:10:16.519Z,8.1172,-38.3047,10,4.4,mb,us6000npbk,central Mid-Atlantic Ridge
2024-08-10T20:03:17.629Z,0.6239,98.8387,80.913,4.4,mb,us6000njed,"96 km SSW of Padangsidempuan, Indonesia"
2024-08-10T19:06:17.461Z,13.4612,-90.2517,69.286,4.3,mb,us6000nje1,"48 km WSW of Acajutla, El Salvador"
2024-08-10T17:46:04.890Z,2.7112,95.7959,25.543,4.4,mb,us6000npbd,"69 km WNW of Sinabang, Indonesia"
2024-08-10T17:41:26.175Z,2.7056,95.7084,33.544,4.4,mb,us6000njdu,"78 km WNW of Sinabang, Indonesia"
2024-08-10T17:33:24.902Z,-23.6169,-179.7059,515.597,4.4,mb,us6000npbh,south of the Fiji Islands
2024-08-10T16:26:03.762Z,-24.1484,-115.3246,10,4.3,mb,us6000npbb,southern East Pacific Rise
2024-08-10T15:16:44.843Z,41.4836,83.7559,10,4.2,mb,us6000njd8,"73 km ESE of Kuqa, China"
2024-08-10T14:34:02.126Z,-23.0389,170.5953,10,5,mww,us6000njcy,southeast of the Loyalty Islands
2024-08-10T14:08:49.951Z,5.9784,125.8662,156.374,4.2,mb,us6000npba,"20 km E of Mangili, Philippines"
2024-08-10T13:43:37.795Z,62.3101,-149.6944,40,3.1,ml,ak024a90ubn3,"18 km NNE of Susitna North, Alaska"
2024-08-10T13:34:46.336Z,31.691,-101.708,5.9326,3.6,ml,tx2024pqqp,"28 km SW of Garden City, Texas"
2024-08-10T11:41:41.953Z,-29.651,-177.0061,10,4.3,mb,us6000npb6,"Kermadec Islands, New Zealand"
2024-08-10T10:58:58.630Z,19.03766667,-65.35383333,25.19,3.24,md,pr71457208,"81 km N of Culebra, Puerto Rico"
2024-08-10T09:50:14.011Z,-24.4184,-66.9528,167.699,4.2,mb,us6000njbs,"68 km WSW of San Antonio de los Cobres, Argentina"
2024-08-10T09:46:40.327Z,-35.9224,-71.9695,77.262,4.2,mb,us6000njbr,"26 km W of Longaví, Chile"
2024-08-10T09:22:36.282Z,32.4711,67.4195,10,4.3,mb,us6000njbl,"62 km NE of Qalāt, Afghanistan"
2024-08-10T08:44:32.253Z,36.4869,71.1764,86.618,4.1,mb,us6000njbj,"38 km SW of Ashkāsham, Afghanistan"
2024-08-10T08:20:21.721Z,2.7155,117.6911,10,4.8,mb,us6000npb9,"38 km ESE of Tanjung Selor, Indonesia"
2024-08-10T07:59:50.652Z,-58.8196,158.402,10,5,mb,us6000njbe,Macquarie Island region
2024-08-10T07:23:51.855Z,55.6294,-153.9375,5.1,3.9,ml,ak024a8x5gr0,"147 km S of Akhiok, Alaska"
2024-08-10T07:09:47.075Z,-20.8722,-173.9317,24.289,4.8,mb,us6000njb6,"118 km ENE of ‘Ohonua, Tonga"
2024-08-10T06:31:36.243Z,17.4407,119.3256,10,4.8,mb,us6000njb4,"110 km W of Cabittaogan, Philippines"
2024-08-10T05:34:03.216Z,-47.1324,33.3014,10,4.4,mb,us6000npb5,Prince Edward Islands region
2024-08-10T05:26:39.368Z,42.1894,72.0133,17.694,4.2,mb,us6000njaq,"41 km SSW of Talas, Kyrgyzstan"
2024-08-10T05:14:37.230Z,5.5837,126.6302,96.37,4.8,mb,us6000njam,"99 km SSE of Pondaguitan, Philippines"
2024-08-10T04:46:03.846Z,-15.2705,-177.7677,403.309,4.2,mb,us6000njak,"112 km SSE of Alo, Wallis and Futuna"
2024-08-10T04:23:33.164Z,-4.5787,152.6226,64.972,4.3,mb,us6000npaz,"47 km ESE of Kokopo, Papua New Guinea"
2024-08-10T03:47:11.437Z,33.5682,81.7611,10,4,mb,us6000npay,western Xizang
2024-08-10T03:28:32.681Z,47.223,144.7915,402.166,6.5,mww,us6000nj9s,"151 km E of Dolinsk, Russia"
2024-08-10T01:52:44.545Z,-4.5493,125.6683,455.785,4.1,mb,us6000npax,"277 km S of Sanana, Indonesia"
2024-08-10T00:21:07.904Z,-17.8229,-174.9672,184.434,4.1,mb,us6000npat,"138 km NW of Neiafu, Tonga"
2024-08-09T23:41:10.849Z,-30.3692,-177.7878,45.17,4.2,mb,us6000np9z,"Kermadec Islands, New Zealand"
2024-08-09T23:23:54.847Z,-22.9725,-68.7719,117.017,4.1,mb,us6000nj8l,"58 km W of San Pedro de Atacama, Chile"
2024-08-09T23:14:03.266Z,-30.3568,-177.6153,33.804,4.4,mb,us6000np9y,"Kermadec Islands, New Zealand"
2024-08-09T22:54:46.907Z,31.7198,49.3445,10,4.3,mb,us6000nj8f,"24 km S of Masjed Soleymān, Iran"
2024-08-09T21:41:12.604Z,60.6718,-44.0243,10,4.4,mb,us6000nj7a,"89 km NE of Nanortalik, Greenland"
2024-08-09T21:17:56.633Z,55.1712,161.9324,60.325,4,mb,us6000np9x,"122 km SSW of Ust’-Kamchatsk Staryy, Russia"
2024-08-09T21:16:38.868Z,64.9193,-148.9112,17.1,3.1,ml,ak024a7hwnse,"33 km SE of Minto, Alaska"
2024-08-09T21:16:16.461Z,64.9193,-148.9112,21.6,3,ml,ak024a7hwmhn,"33 km SE of Minto, Alaska"
2024-08-09T20:54:49.518Z,-7.1929,155.762,10.056,4.1,mb,us6000np9w,"101 km SSE of Panguna, Papua New Guinea"
2024-08-09T20:35:17.347Z,-23.7131,-179.8223,504.318,4.6,mb,us6000nj6u,south of the Fiji Islands
2024-08-09T19:58:50.995Z,8.0207,126.8533,63.505,4.4,mb,us6000nj6l,"45 km E of Santa Maria, Philippines"
2024-08-09T19:38:10.332Z,50.4315,-173.3834,10,3.4,ml,us6000nj81,"204 km SSE of Atka, Alaska"
2024-08-09T19:27:13.951Z,-31.6393,-179.1246,123.043,4.1,mb,us6000np9u,Kermadec Islands region
2024-08-09T18:22:30.189Z,-17.5531,-172.4659,10,4.6,mb,us6000np9t,"201 km NE of Neiafu, Tonga"
2024-08-09T17:26:53.201Z,-17.5041,-172.8132,10,4.8,mb,us6000nj59,"177 km NE of Neiafu, Tonga"
2024-08-09T17:05:25.867Z,58.2615,-151.657,44.3,3.5,ml,ak024a7fgjga,"62 km NE of Ouzinkie, Alaska"
